Area (level 1),Area (level 2),Area (level 3),Age group in years,Indicator,Value
KOSHI,Khotang,Kepilasgadhi Gaunpalika,55-59 Yrs.,Population - Male,317
KOSHI,Khotang,Kepilasgadhi Gaunpalika,55-59 Yrs.,Population - Female,316
KOSHI,Khotang,Kepilasgadhi Gaunpalika,60-64 Yrs.,Population - Total,572
KOSHI,Khotang,Kepilasgadhi Gaunpalika,60-64 Yrs.,Population - Male,281
KOSHI,Khotang,Kepilasgadhi Gaunpalika,60-64 Yrs.,Population - Female,291
KOSHI,Khotang,Kepilasgadhi Gaunpalika,65-69 Yrs.,Population - Total,482
KOSHI,Khotang,Kepilasgadhi Gaunpalika,65-69 Yrs.,Population - Male,241
KOSHI,Khotang,Kepilasgadhi Gaunpalika,65-69 Yrs.,Population - Female,241
KOSHI,Khotang,Kepilasgadhi Gaunpalika,70-74 Yrs.,Population - Total,357
KOSHI,Khotang,Kepilasgadhi Gaunpalika,70-74 Yrs.,Population - Male,189
KOSHI,Khotang,Kepilasgadhi Gaunpalika,70-74 Yrs.,Population - Female,168
KOSHI,Khotang,Kepilasgadhi Gaunpalika,75-79 Yrs.,Population - Total,243
KOSHI,Khotang,Kepilasgadhi Gaunpalika,75-79 Yrs.,Population - Male,127
KOSHI,Khotang,Kepilasgadhi Gaunpalika,75-79 Yrs.,Population - Female,116
KOSHI,Khotang,Kepilasgadhi Gaunpalika,80-84 Yrs.,Population - Total,106
KOSHI,Khotang,Kepilasgadhi Gaunpalika,80-84 Yrs.,Population - Male,52
KOSHI,Khotang,Kepilasgadhi Gaunpalika,80-84 Yrs.,Population - Female,54
KOSHI,Khotang,Kepilasgadhi Gaunpalika,85-89 Yrs.,Population - Total,47
KOSHI,Khotang,Kepilasgadhi Gaunpalika,85-89 Yrs.,Population - Male,23
KOSHI,Khotang,Kepilasgadhi Gaunpalika,85-89 Yrs.,Population - Female,24
KOSHI,Khotang,Kepilasgadhi Gaunpalika,90-94 Yrs.,Population - Total,12
KOSHI,Khotang,Kepilasgadhi Gaunpalika,90-94 Yrs.,Population - Male,6
KOSHI,Khotang,Kepilasgadhi Gaunpalika,90-94 Yrs.,Population - Female,6
KOSHI,Khotang,Kepilasgadhi Gaunpalika,95+ Yrs.,Population - Total,2
KOSHI,Khotang,Kepilasgadhi Gaunpalika,95+ Yrs.,Population - Male,1
KOSHI,Khotang,Kepilasgadhi Gaunpalika,95+ Yrs.,Population - Female,1
KOSHI,Khotang,Aiselukharka Gaunpalika,All Ages,Population - Total,13217
KOSHI,Khotang,Aiselukharka Gaunpalika,All Ages,Population - Male,6556
KOSHI,Khotang,Aiselukharka Gaunpalika,All Ages,Population - Female,6661
KOSHI,Khotang,Aiselukharka Gaunpalika,00-04 Yrs.,Population - Total,1053
KOSHI,Khotang,Aiselukharka Gaunpalika,00-04 Yrs.,Population - Male,525
KOSHI,Khotang,Aiselukharka Gaunpalika,00-04 Yrs.,Population - Female,528
KOSHI,Khotang,Aiselukharka Gaunpalika,05-09 Yrs.,Population - Total,1143
KOSHI,Khotang,Aiselukharka Gaunpalika,05-09 Yrs.,Population - Male,601
KOSHI,Khotang,Aiselukharka Gaunpalika,05-09 Yrs.,Population - Female,542
KOSHI,Khotang,Aiselukharka Gaunpalika,10-14 Yrs.,Population - Total,1290
KOSHI,Khotang,Aiselukharka Gaunpalika,10-14 Yrs.,Population - Male,656
KOSHI,Khotang,Aiselukharka Gaunpalika,10-14 Yrs.,Population - Female,634
KOSHI,Khotang,Aiselukharka Gaunpalika,15-19 Yrs.,Population - Total,1260
KOSHI,Khotang,Aiselukharka Gaunpalika,15-19 Yrs.,Population - Male,628
KOSHI,Khotang,Aiselukharka Gaunpalika,15-19 Yrs.,Population - Female,632
KOSHI,Khotang,Aiselukharka Gaunpalika,20-24 Yrs.,Population - Total,1092
KOSHI,Khotang,Aiselukharka Gaunpalika,20-24 Yrs.,Population - Male,566
KOSHI,Khotang,Aiselukharka Gaunpalika,20-24 Yrs.,Population - Female,526
KOSHI,Khotang,Aiselukharka Gaunpalika,25-29 Yrs.,Population - Total,977
KOSHI,Khotang,Aiselukharka Gaunpalika,25-29 Yrs.,Population - Male,487
KOSHI,Khotang,Aiselukharka Gaunpalika,25-29 Yrs.,Population - Female,490
KOSHI,Khotang,Aiselukharka Gaunpalika,30-34 Yrs.,Population - Total,798
KOSHI,Khotang,Aiselukharka Gaunpalika,30-34 Yrs.,Population - Male,406
KOSHI,Khotang,Aiselukharka Gaunpalika,30-34 Yrs.,Population - Female,392
KOSHI,Khotang,Aiselukharka Gaunpalika,35-39 Yrs.,Population - Total,673
KOSHI,Khotang,Aiselukharka Gaunpalika,35-39 Yrs.,Population - Male,321
KOSHI,Khotang,Aiselukharka Gaunpalika,35-39 Yrs.,Population - Female,352
KOSHI,Khotang,Aiselukharka Gaunpalika,40-44 Yrs.,Population - Total,704
KOSHI,Khotang,Aiselukharka Gaunpalika,40-44 Yrs.,Population - Male,330
KOSHI,Khotang,Aiselukharka Gaunpalika,40-44 Yrs.,Population - Female,374
KOSHI,Khotang,Aiselukharka Gaunpalika,45-49 Yrs.,Population - Total,682
KOSHI,Khotang,Aiselukharka Gaunpalika,45-49 Yrs.,Population - Male,329
KOSHI,Khotang,Aiselukharka Gaunpalika,45-49 Yrs.,Population - Female,353
KOSHI,Khotang,Aiselukharka Gaunpalika,50-54 Yrs.,Population - Total,786
KOSHI,Khotang,Aiselukharka Gaunpalika,50-54 Yrs.,Population - Male,346
KOSHI,Khotang,Aiselukharka Gaunpalika,50-54 Yrs.,Population - Female,440
KOSHI,Khotang,Aiselukharka Gaunpalika,55-59 Yrs.,Population - Total,730
KOSHI,Khotang,Aiselukharka Gaunpalika,55-59 Yrs.,Population - Male,347
KOSHI,Khotang,Aiselukharka Gaunpalika,55-59 Yrs.,Population - Female,383
KOSHI,Khotang,Aiselukharka Gaunpalika,60-64 Yrs.,Population - Total,614
KOSHI,Khotang,Aiselukharka Gaunpalika,60-64 Yrs.,Population - Male,306
KOSHI,Khotang,Aiselukharka Gaunpalika,60-64 Yrs.,Population - Female,308
KOSHI,Khotang,Aiselukharka Gaunpalika,65-69 Yrs.,Population - Total,530
KOSHI,Khotang,Aiselukharka Gaunpalika,65-69 Yrs.,Population - Male,266
KOSHI,Khotang,Aiselukharka Gaunpalika,65-69 Yrs.,Population - Female,264
KOSHI,Khotang,Aiselukharka Gaunpalika,70-74 Yrs.,Population - Total,364
KOSHI,Khotang,Aiselukharka Gaunpalika,70-74 Yrs.,Population - Male,178
KOSHI,Khotang,Aiselukharka Gaunpalika,70-74 Yrs.,Population - Female,186
KOSHI,Khotang,Aiselukharka Gaunpalika,75-79 Yrs.,Population - Total,265
KOSHI,Khotang,Aiselukharka Gaunpalika,75-79 Yrs.,Population - Male,132
KOSHI,Khotang,Aiselukharka Gaunpalika,75-79 Yrs.,Population - Female,133
KOSHI,Khotang,Aiselukharka Gaunpalika,80-84 Yrs.,Population - Total,146
KOSHI,Khotang,Aiselukharka Gaunpalika,80-84 Yrs.,Population - Male,74
KOSHI,Khotang,Aiselukharka Gaunpalika,80-84 Yrs.,Population - Female,72
KOSHI,Khotang,Aiselukharka Gaunpalika,85-89 Yrs.,Population - Total,83
KOSHI,Khotang,Aiselukharka Gaunpalika,85-89 Yrs.,Population - Male,44
KOSHI,Khotang,Aiselukharka Gaunpalika,85-89 Yrs.,Population - Female,39
KOSHI,Khotang,Aiselukharka Gaunpalika,90-94 Yrs.,Population - Total,19
KOSHI,Khotang,Aiselukharka Gaunpalika,90-94 Yrs.,Population - Male,10
KOSHI,Khotang,Aiselukharka Gaunpalika,90-94 Yrs.,Population - Female,9
KOSHI,Khotang,Aiselukharka Gaunpalika,95+ Yrs.,Population - Total,8
KOSHI,Khotang,Aiselukharka Gaunpalika,95+ Yrs.,Population - Male,4
KOSHI,Khotang,Aiselukharka Gaunpalika,95+ Yrs.,Population - Female,4
KOSHI,Khotang,Rawa Besi Gaunpalika,All Ages,Population - Total,11199
KOSHI,Khotang,Rawa Besi Gaunpalika,All Ages,Population - Male,5388
KOSHI,Khotang,Rawa Besi Gaunpalika,All Ages,Population - Female,5811
KOSHI,Khotang,Rawa Besi Gaunpalika,00-04 Yrs.,Population - Total,892
KOSHI,Khotang,Rawa Besi Gaunpalika,00-04 Yrs.,Population - Male,440
KOSHI,Khotang,Rawa Besi Gaunpalika,00-04 Yrs.,Population - Female,452
KOSHI,Khotang,Rawa Besi Gaunpalika,05-09 Yrs.,Population - Total,999
KOSHI,Khotang,Rawa Besi Gaunpalika,05-09 Yrs.,Population - Male,512
KOSHI,Khotang,Rawa Besi Gaunpalika,05-09 Yrs.,Population - Female,487
KOSHI,Khotang,Rawa Besi Gaunpalika,10-14 Yrs.,Population - Total,1106
KOSHI,Khotang,Rawa Besi Gaunpalika,10-14 Yrs.,Population - Male,538
KOSHI,Khotang,Rawa Besi Gaunpalika,10-14 Yrs.,Population - Female,568
KOSHI,Khotang,Rawa Besi Gaunpalika,15-19 Yrs.,Population - Total,1215
KOSHI,Khotang,Rawa Besi Gaunpalika,15-19 Yrs.,Population - Male,586
KOSHI,Khotang,Rawa Besi Gaunpalika,15-19 Yrs.,Population - Female,629
KOSHI,Khotang,Rawa Besi Gaunpalika,20-24 Yrs.,Population - Total,996
KOSHI,Khotang,Rawa Besi Gaunpalika,20-24 Yrs.,Population - Male,471
KOSHI,Khotang,Rawa Besi Gaunpalika,20-24 Yrs.,Population - Female,525
KOSHI,Khotang,Rawa Besi Gaunpalika,25-29 Yrs.,Population - Total,851
KOSHI,Khotang,Rawa Besi Gaunpalika,25-29 Yrs.,Population - Male,423
KOSHI,Khotang,Rawa Besi Gaunpalika,25-29 Yrs.,Population - Female,428
KOSHI,Khotang,Rawa Besi Gaunpalika,30-34 Yrs.,Population - Total,620
KOSHI,Khotang,Rawa Besi Gaunpalika,30-34 Yrs.,Population - Male,288
KOSHI,Khotang,Rawa Besi Gaunpalika,30-34 Yrs.,Population - Female,332
KOSHI,Khotang,Rawa Besi Gaunpalika,35-39 Yrs.,Population - Total,600
KOSHI,Khotang,Rawa Besi Gaunpalika,35-39 Yrs.,Population - Male,273
KOSHI,Khotang,Rawa Besi Gaunpalika,35-39 Yrs.,Population - Female,327
KOSHI,Khotang,Rawa Besi Gaunpalika,40-44 Yrs.,Population - Total,542
KOSHI,Khotang,Rawa Besi Gaunpalika,40-44 Yrs.,Population - Male,240
KOSHI,Khotang,Rawa Besi Gaunpalika,40-44 Yrs.,Population - Female,302
KOSHI,Khotang,Rawa Besi Gaunpalika,45-49 Yrs.,Population - Total,525
KOSHI,Khotang,Rawa Besi Gaunpalika,45-49 Yrs.,Population - Male,244
KOSHI,Khotang,Rawa Besi Gaunpalika,45-49 Yrs.,Population - Female,281
KOSHI,Khotang,Rawa Besi Gaunpalika,50-54 Yrs.,Population - Total,652
KOSHI,Khotang,Rawa Besi Gaunpalika,50-54 Yrs.,Population - Male,305
KOSHI,Khotang,Rawa Besi Gaunpalika,50-54 Yrs.,Population - Female,347
KOSHI,Khotang,Rawa Besi Gaunpalika,55-59 Yrs.,Population - Total,548
KOSHI,Khotang,Rawa Besi Gaunpalika,55-59 Yrs.,Population - Male,270
KOSHI,Khotang,Rawa Besi Gaunpalika,55-59 Yrs.,Population - Female,278
KOSHI,Khotang,Rawa Besi Gaunpalika,60-64 Yrs.,Population - Total,502
KOSHI,Khotang,Rawa Besi Gaunpalika,60-64 Yrs.,Population - Male,247
KOSHI,Khotang,Rawa Besi Gaunpalika,60-64 Yrs.,Population - Female,255
KOSHI,Khotang,Rawa Besi Gaunpalika,65-69 Yrs.,Population - Total,374
KOSHI,Khotang,Rawa Besi Gaunpalika,65-69 Yrs.,Population - Male,182
KOSHI,Khotang,Rawa Besi Gaunpalika,65-69 Yrs.,Population - Female,192
KOSHI,Khotang,Rawa Besi Gaunpalika,70-74 Yrs.,Population - Total,349
KOSHI,Khotang,Rawa Besi Gaunpalika,70-74 Yrs.,Population - Male,149
KOSHI,Khotang,Rawa Besi Gaunpalika,70-74 Yrs.,Population - Female,200
KOSHI,Khotang,Rawa Besi Gaunpalika,75-79 Yrs.,Population - Total,223
KOSHI,Khotang,Rawa Besi Gaunpalika,75-79 Yrs.,Population - Male,102
KOSHI,Khotang,Rawa Besi Gaunpalika,75-79 Yrs.,Population - Female,121
KOSHI,Khotang,Rawa Besi Gaunpalika,80-84 Yrs.,Population - Total,128
KOSHI,Khotang,Rawa Besi Gaunpalika,80-84 Yrs.,Population - Male,76
KOSHI,Khotang,Rawa Besi Gaunpalika,80-84 Yrs.,Population - Female,52
KOSHI,Khotang,Rawa Besi Gaunpalika,85-89 Yrs.,Population - Total,56
KOSHI,Khotang,Rawa Besi Gaunpalika,85-89 Yrs.,Population - Male,30
KOSHI,Khotang,Rawa Besi Gaunpalika,85-89 Yrs.,Population - Female,26
KOSHI,Khotang,Rawa Besi Gaunpalika,90-94 Yrs.,Population - Total,17
KOSHI,Khotang,Rawa Besi Gaunpalika,90-94 Yrs.,Population - Male,10
KOSHI,Khotang,Rawa Besi Gaunpalika,90-94 Yrs.,Population - Female,7
KOSHI,Khotang,Rawa Besi Gaunpalika,95+ Yrs.,Population - Total,4
KOSHI,Khotang,Rawa Besi Gaunpalika,95+ Yrs.,Population - Male,2
KOSHI,Khotang,Rawa Besi Gaunpalika,95+ Yrs.,Population - Female,2
KOSHI,Khotang,Halesi Tuwachung Municipality,All Ages,Population - Total,27078
KOSHI,Khotang,Halesi Tuwachung Municipality,All Ages,Population - Male,13358
KOSHI,Khotang,Halesi Tuwachung Municipality,All Ages,Population - Female,13720
KOSHI,Khotang,Halesi Tuwachung Municipality,00-04 Yrs.,Population - Total,2303
KOSHI,Khotang,Halesi Tuwachung Municipality,00-04 Yrs.,Population - Male,1208
KOSHI,Khotang,Halesi Tuwachung Municipality,00-04 Yrs.,Population - Female,1095
KOSHI,Khotang,Halesi Tuwachung Municipality,05-09 Yrs.,Population - Total,2622
KOSHI,Khotang,Halesi Tuwachung Municipality,05-09 Yrs.,Population - Male,1304
KOSHI,Khotang,Halesi Tuwachung Municipality,05-09 Yrs.,Population - Female,1318
KOSHI,Khotang,Halesi Tuwachung Municipality,10-14 Yrs.,Population - Total,2927
KOSHI,Khotang,Halesi Tuwachung Municipality,10-14 Yrs.,Population - Male,1428
KOSHI,Khotang,Halesi Tuwachung Municipality,10-14 Yrs.,Population - Female,1499
KOSHI,Khotang,Halesi Tuwachung Municipality,15-19 Yrs.,Population - Total,3171
KOSHI,Khotang,Halesi Tuwachung Municipality,15-19 Yrs.,Population - Male,1596
KOSHI,Khotang,Halesi Tuwachung Municipality,15-19 Yrs.,Population - Female,1575
KOSHI,Khotang,Halesi Tuwachung Municipality,20-24 Yrs.,Population - Total,2565
KOSHI,Khotang,Halesi Tuwachung Municipality,20-24 Yrs.,Population - Male,1233
KOSHI,Khotang,Halesi Tuwachung Municipality,20-24 Yrs.,Population - Female,1332
KOSHI,Khotang,Halesi Tuwachung Municipality,25-29 Yrs.,Population - Total,2094
KOSHI,Khotang,Halesi Tuwachung Municipality,25-29 Yrs.,Population - Male,1037
KOSHI,Khotang,Halesi Tuwachung Municipality,25-29 Yrs.,Population - Female,1057
KOSHI,Khotang,Halesi Tuwachung Municipality,30-34 Yrs.,Population - Total,1580
KOSHI,Khotang,Halesi Tuwachung Municipality,30-34 Yrs.,Population - Male,795
KOSHI,Khotang,Halesi Tuwachung Municipality,30-34 Yrs.,Population - Female,785
KOSHI,Khotang,Halesi Tuwachung Municipality,35-39 Yrs.,Population - Total,1444
KOSHI,Khotang,Halesi Tuwachung Municipality,35-39 Yrs.,Population - Male,696
KOSHI,Khotang,Halesi Tuwachung Municipality,35-39 Yrs.,Population - Female,748
KOSHI,Khotang,Halesi Tuwachung Municipality,40-44 Yrs.,Population - Total,1315
KOSHI,Khotang,Halesi Tuwachung Municipality,40-44 Yrs.,Population - Male,621
KOSHI,Khotang,Halesi Tuwachung Municipality,40-44 Yrs.,Population - Female,694
KOSHI,Khotang,Halesi Tuwachung Municipality,45-49 Yrs.,Population - Total,1132
KOSHI,Khotang,Halesi Tuwachung Municipality,45-49 Yrs.,Population - Male,518
KOSHI,Khotang,Halesi Tuwachung Municipality,45-49 Yrs.,Population - Female,614
KOSHI,Khotang,Halesi Tuwachung Municipality,50-54 Yrs.,Population - Total,1502
KOSHI,Khotang,Halesi Tuwachung Municipality,50-54 Yrs.,Population - Male,740
KOSHI,Khotang,Halesi Tuwachung Municipality,50-54 Yrs.,Population - Female,762
KOSHI,Khotang,Halesi Tuwachung Municipality,55-59 Yrs.,Population - Total,1166
KOSHI,Khotang,Halesi Tuwachung Municipality,55-59 Yrs.,Population - Male,571
KOSHI,Khotang,Halesi Tuwachung Municipality,55-59 Yrs.,Population - Female,595
KOSHI,Khotang,Halesi Tuwachung Municipality,60-64 Yrs.,Population - Total,1104
KOSHI,Khotang,Halesi Tuwachung Municipality,60-64 Yrs.,Population - Male,547
KOSHI,Khotang,Halesi Tuwachung Municipality,60-64 Yrs.,Population - Female,557
KOSHI,Khotang,Halesi Tuwachung Municipality,65-69 Yrs.,Population - Total,798
KOSHI,Khotang,Halesi Tuwachung Municipality,65-69 Yrs.,Population - Male,403
KOSHI,Khotang,Halesi Tuwachung Municipality,65-69 Yrs.,Population - Female,395
KOSHI,Khotang,Halesi Tuwachung Municipality,70-74 Yrs.,Population - Total,618
KOSHI,Khotang,Halesi Tuwachung Municipality,70-74 Yrs.,Population - Male,317
KOSHI,Khotang,Halesi Tuwachung Municipality,70-74 Yrs.,Population - Female,301
KOSHI,Khotang,Halesi Tuwachung Municipality,75-79 Yrs.,Population - Total,377
KOSHI,Khotang,Halesi Tuwachung Municipality,75-79 Yrs.,Population - Male,159
KOSHI,Khotang,Halesi Tuwachung Municipality,75-79 Yrs.,Population - Female,218
KOSHI,Khotang,Halesi Tuwachung Municipality,80-84 Yrs.,Population - Total,217
KOSHI,Khotang,Halesi Tuwachung Municipality,80-84 Yrs.,Population - Male,116
KOSHI,Khotang,Halesi Tuwachung Municipality,80-84 Yrs.,Population - Female,101
KOSHI,Khotang,Halesi Tuwachung Municipality,85-89 Yrs.,Population - Total,86
KOSHI,Khotang,Halesi Tuwachung Municipality,85-89 Yrs.,Population - Male,41
KOSHI,Khotang,Halesi Tuwachung Municipality,85-89 Yrs.,Population - Female,45
KOSHI,Khotang,Halesi Tuwachung Municipality,90-94 Yrs.,Population - Total,42
KOSHI,Khotang,Halesi Tuwachung Municipality,90-94 Yrs.,Population - Male,21
KOSHI,Khotang,Halesi Tuwachung Municipality,90-94 Yrs.,Population - Female,21
KOSHI,Khotang,Halesi Tuwachung Municipality,95+ Yrs.,Population - Total,15
KOSHI,Khotang,Halesi Tuwachung Municipality,95+ Yrs.,Population - Male,7
KOSHI,Khotang,Halesi Tuwachung Municipality,95+ Yrs.,Population - Female,8
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,All Ages,Population - Total,43008
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,All Ages,Population - Male,20823
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,All Ages,Population - Female,22185
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,00-04 Yrs.,Population - Total,3630
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,00-04 Yrs.,Population - Male,1921
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,00-04 Yrs.,Population - Female,1709
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,05-09 Yrs.,Population - Total,4242
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,05-09 Yrs.,Population - Male,2160
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,05-09 Yrs.,Population - Female,2082
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,10-14 Yrs.,Population - Total,4186
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,10-14 Yrs.,Population - Male,2077
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,10-14 Yrs.,Population - Female,2109
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,15-19 Yrs.,Population - Total,4415
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,15-19 Yrs.,Population - Male,2169
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,15-19 Yrs.,Population - Female,2246
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,20-24 Yrs.,Population - Total,3720
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,20-24 Yrs.,Population - Male,1648
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,20-24 Yrs.,Population - Female,2072
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,25-29 Yrs.,Population - Total,3425
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,25-29 Yrs.,Population - Male,1538
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,25-29 Yrs.,Population - Female,1887
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,30-34 Yrs.,Population - Total,2804
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,30-34 Yrs.,Population - Male,1379
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,30-34 Yrs.,Population - Female,1425
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,35-39 Yrs.,Population - Total,2572
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,35-39 Yrs.,Population - Male,1157
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,35-39 Yrs.,Population - Female,1415
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,40-44 Yrs.,Population - Total,2227
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,40-44 Yrs.,Population - Male,1079
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,40-44 Yrs.,Population - Female,1148
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,45-49 Yrs.,Population - Total,1933
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,45-49 Yrs.,Population - Male,893
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,45-49 Yrs.,Population - Female,1040
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,50-54 Yrs.,Population - Total,2289
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,50-54 Yrs.,Population - Male,1108
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,50-54 Yrs.,Population - Female,1181
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,55-59 Yrs.,Population - Total,1882
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,55-59 Yrs.,Population - Male,879
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,55-59 Yrs.,Population - Female,1003
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,60-64 Yrs.,Population - Total,1666
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,60-64 Yrs.,Population - Male,827
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,60-64 Yrs.,Population - Female,839
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,65-69 Yrs.,Population - Total,1364
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,65-69 Yrs.,Population - Male,664
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,65-69 Yrs.,Population - Female,700
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,70-74 Yrs.,Population - Total,1123
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,70-74 Yrs.,Population - Male,544
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,70-74 Yrs.,Population - Female,579
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,75-79 Yrs.,Population - Total,844
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,75-79 Yrs.,Population - Male,387
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,75-79 Yrs.,Population - Female,457
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,80-84 Yrs.,Population - Total,388
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,80-84 Yrs.,Population - Male,226
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,80-84 Yrs.,Population - Female,162
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,85-89 Yrs.,Population - Total,205
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,85-89 Yrs.,Population - Male,120
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,85-89 Yrs.,Population - Female,85
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,90-94 Yrs.,Population - Total,70
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,90-94 Yrs.,Population - Male,40
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,90-94 Yrs.,Population - Female,30
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,95+ Yrs.,Population - Total,23
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,95+ Yrs.,Population - Male,7
KOSHI,Khotang,Diktel Rupakot Majhuwagadhi Municipality,95+ Yrs.,Population - Female,16
KOSHI,Khotang,Sakela Gaunpalika,All Ages,Population - Total,9623
KOSHI,Khotang,Sakela Gaunpalika,All Ages,Population - Male,4825
KOSHI,Khotang,Sakela Gaunpalika,All Ages,Population - Female,4798
KOSHI,Khotang,Sakela Gaunpalika,00-04 Yrs.,Population - Total,894
KOSHI,Khotang,Sakela Gaunpalika,00-04 Yrs.,Population - Male,475
KOSHI,Khotang,Sakela Gaunpalika,00-04 Yrs.,Population - Female,419
KOSHI,Khotang,Sakela Gaunpalika,05-09 Yrs.,Population - Total,848
KOSHI,Khotang,Sakela Gaunpalika,05-09 Yrs.,Population - Male,430
KOSHI,Khotang,Sakela Gaunpalika,05-09 Yrs.,Population - Female,418
KOSHI,Khotang,Sakela Gaunpalika,10-14 Yrs.,Population - Total,844
KOSHI,Khotang,Sakela Gaunpalika,10-14 Yrs.,Population - Male,421
KOSHI,Khotang,Sakela Gaunpalika,10-14 Yrs.,Population - Female,423
KOSHI,Khotang,Sakela Gaunpalika,15-19 Yrs.,Population - Total,1039
KOSHI,Khotang,Sakela Gaunpalika,15-19 Yrs.,Population - Male,529
KOSHI,Khotang,Sakela Gaunpalika,15-19 Yrs.,Population - Female,510
KOSHI,Khotang,Sakela Gaunpalika,20-24 Yrs.,Population - Total,884
KOSHI,Khotang,Sakela Gaunpalika,20-24 Yrs.,Population - Male,428
KOSHI,Khotang,Sakela Gaunpalika,20-24 Yrs.,Population - Female,456
KOSHI,Khotang,Sakela Gaunpalika,25-29 Yrs.,Population - Total,784
KOSHI,Khotang,Sakela Gaunpalika,25-29 Yrs.,Population - Male,413
KOSHI,Khotang,Sakela Gaunpalika,25-29 Yrs.,Population - Female,371
KOSHI,Khotang,Sakela Gaunpalika,30-34 Yrs.,Population - Total,562
KOSHI,Khotang,Sakela Gaunpalika,30-34 Yrs.,Population - Male,279
KOSHI,Khotang,Sakela Gaunpalika,30-34 Yrs.,Population - Female,283
KOSHI,Khotang,Sakela Gaunpalika,35-39 Yrs.,Population - Total,529
KOSHI,Khotang,Sakela Gaunpalika,35-39 Yrs.,Population - Male,282
KOSHI,Khotang,Sakela Gaunpalika,35-39 Yrs.,Population - Female,247
KOSHI,Khotang,Sakela Gaunpalika,40-44 Yrs.,Population - Total,439
